content,nFixations,FFD,TRT,GPT,GD,nFixations_avg,FFD_avg,TRT_avg,GPT_avg,GD_avg
3D.,[],[],[],[],[],[],[],[],[],[]
everything,1,79,79,79,79,[],[],[],[],[]
supposed,1,91,91,91,91,1.7272727272727273,90.72727272727273,177.72727272727272,170.72727272727272,90.72727272727273
"story,",[],[],[],[],[],[],[],[],[],[]
comes,1,77,77,77,77,[],[],[],[],[]
across,1,82,82,82,82,[],[],[],[],[]
dull,[],[],[],[],[],[],[],[],[],[]
wooden.,1,174,174,174,174,[],[],[],[],[]
Allen's,2,120,234,120,120,[],[],[],[],[]
funniest,4,66,281,256,66,[],[],[],[],[]
likeable,2,56,135,457,56,[],[],[],[],[]
pride,1,65,65,65,65,[],[],[],[],[]
themselves,2,137,204,204,204,[],[],[],[],[]
"sophisticated,",5,151,616,626,300,2.727272727272727,117.45454545454545,314.0,282.6363636363636,236.0
discerning,3,67,227,328,67,1.9090909090909092,137.63636363636363,219.9090909090909,210.72727272727272,182.45454545454547
"taste,",1,128,128,128,128,[],[],[],[],[]
seem,1,73,73,73,73,[],[],[],[],[]
proper,1,75,75,75,75,[],[],[],[],[]
cup,1,86,86,86,86,[],[],[],[],[]
"tea,",[],[],[],[],[],[],[],[],[],[]
however,1,78,78,78,78,[],[],[],[],[]
stuffiest,1,110,110,325,110,[],[],[],[],[]
cinema,1,85,85,85,85,1.3636363636363635,113.27272727272727,149.45454545454547,186.8181818181818,125.0
goers,1,96,96,96,96,[],[],[],[],[]
laugh,1,112,112,112,112,[],[],[],[],[]
1***,3,110,325,710,110,[],[],[],[],[]
hour-and-a-half.,1,362,362,586,362,2.6363636363636362,136.0,398.3636363636364,938.9090909090909,345.6363636363636
There,1,114,114,114,114,[],[],[],[],[]
refreshing,2,114,234,114,114,2.5454545454545454,121.27272727272727,321.45454545454544,173.0,127.81818181818181
absence,1,143,143,143,143,2.8181818181818183,143.0909090909091,370.0,238.8181818181818,191.0
cynicism,5,63,553,63,63,2.909090909090909,118.0909090909091,394.09090909090907,276.54545454545456,146.27272727272728
Stuart,1,140,140,140,140,[],[],[],[],[]
Little,1,65,65,65,65,[],[],[],[],[]
2,[],[],[],[],[],[],[],[],[],[]
quite,3,198,413,198,198,[],[],[],[],[]
"rarity,",2,78,155,557,78,[],[],[],[],[]
market.,1,81,81,387,81,[],[],[],[],[]
Shamu,4,108,444,241,241,1.8181818181818181,133.63636363636363,218.63636363636363,171.63636363636363,171.63636363636363
killer,1,109,109,109,109,[],[],[],[],[]
whale,2,50,143,438,50,[],[],[],[],[]
swim,1,92,92,418,92,[],[],[],[],[]
through.,1,93,93,511,93,[],[],[],[],[]
remains,2,92,251,92,92,[],[],[],[],[]
movingly,3,99,407,99,99,3.5454545454545454,131.27272727272728,521.6363636363636,290.1818181818182,158.72727272727272
genuine.,3,55,365,1240,55,2.0,155.54545454545453,290.72727272727275,914.8181818181819,155.54545454545453
Stitch,1,101,101,101,101,[],[],[],[],[]
"mannered,",3,53,228,549,53,2.1818181818181817,93.54545454545455,233.45454545454547,286.0,122.81818181818181
ugly,2,82,192,82,82,[],[],[],[],[]
destructive,3,126,264,126,126,2.1818181818181817,123.63636363636364,272.72727272727275,245.36363636363637,180.54545454545453
****.,2,65,266,595,266,[],[],[],[],[]
top-notch,7,73,809,1071,73,[],[],[],[],[]
predict,2,110,196,110,110,1.3636363636363635,110.72727272727273,148.1818181818182,126.63636363636364,126.63636363636364
female,1,140,140,140,140,[],[],[],[],[]
members,1,108,108,108,108,1.2727272727272727,120.45454545454545,147.1818181818182,160.27272727272728,120.45454545454545
drooling,1,143,143,143,143,[],[],[],[],[]
Michael,1,82,82,82,82,[],[],[],[],[]
Idemoto,2,121,188,188,188,[],[],[],[],[]
Michael.,1,125,125,391,125,1.9090909090909092,145.72727272727272,253.63636363636363,784.0,195.9090909090909
Kirshner,2,184,256,256,256,2.8181818181818183,143.0909090909091,381.8181818181818,230.8181818181818,230.8181818181818
Monroe,1,109,109,109,109,2.0,125.45454545454545,240.9090909090909,230.0909090909091,157.45454545454547
contest,1,113,113,113,113,[],[],[],[],[]
see,1,79,79,79,79,[],[],[],[],[]
out-bad-act,5,72,517,398,398,5.0,96.72727272727273,613.9090909090909,495.6363636363636,365.3636363636364
other.,1,237,237,237,237,[],[],[],[],[]
war,1,84,84,84,84,[],[],[],[],[]
focuses,3,149,363,451,149,1.6363636363636365,117.18181818181819,190.54545454545453,226.0,127.45454545454545
interaction,2,68,167,167,167,[],[],[],[],[]
battle,1,139,139,139,139,[],[],[],[],[]
action,3,178,424,178,178,[],[],[],[],[]
sequences...,3,87,283,529,87,[],[],[],[],[]
stronger,1,56,56,166,56,[],[],[],[],[]
"island,",1,101,101,176,101,[],[],[],[],[]
grows,1,93,93,93,93,[],[],[],[],[]
boring,2,170,271,271,271,[],[],[],[],[]
scenery.,2,60,155,434,155,[],[],[],[],[]
anchored,2,75,211,211,211,3.090909090909091,122.18181818181819,359.09090909090907,252.54545454545453,222.0909090909091
honored,3,143,361,273,273,2.090909090909091,130.0909090909091,251.0,218.45454545454547,173.8181818181818
veteran,1,102,102,102,102,[],[],[],[],[]
sparkling,1,209,209,209,209,1.6363636363636365,134.0,209.0,316.27272727272725,147.54545454545453
newcomer,3,150,313,150,150,2.0,119.0909090909091,206.27272727272728,157.45454545454547,157.45454545454547
instantly,6,109,670,201,201,2.1818181818181817,105.54545454545455,226.1818181818182,145.0,133.8181818181818
transform,5,82,483,875,82,[],[],[],[],[]
believable,3,150,616,150,150,[],[],[],[],[]
mother/daughter,4,83,522,1292,83,3.3636363636363638,147.9090909090909,418.90909090909093,973.3636363636364,260.72727272727275
pair.,[],[],[],[],[],[],[],[],[],[]
atonal,3,145,360,145,145,[],[],[],[],[]
estrogen,4,70,381,271,70,3.6363636363636362,136.27272727272728,515.4545454545455,334.72727272727275,182.54545454545453
opera,3,105,318,105,105,2.0,134.27272727272728,253.0,389.09090909090907,160.36363636363637
demonizes,4,94,494,237,237,3.0,115.36363636363636,373.45454545454544,221.9090909090909,221.9090909090909
feminism,3,73,247,298,73,2.0,115.54545454545455,232.1818181818182,250.9090909090909,115.54545454545455
gifting,1,88,88,88,88,[],[],[],[],[]
sympathetic,4,99,491,207,207,2.727272727272727,132.72727272727272,333.09090909090907,208.54545454545453,208.54545454545453
piece,2,64,165,446,64,[],[],[],[],[]
nice,1,104,104,104,104,[],[],[],[],[]
vomit,[],[],[],[],[],[],[],[],[],[]
bath,1,167,167,167,167,[],[],[],[],[]
wedding.,1,162,162,1353,162,[],[],[],[],[]
intentionally,2,91,212,91,91,[],[],[],[],[]
low,2,120,209,330,120,[],[],[],[],[]
standards,1,96,96,96,96,[],[],[],[],[]
frat-boy,2,106,226,226,226,2.090909090909091,128.0,239.0909090909091,198.8181818181818,198.8181818181818
"humor,",[],[],[],[],[],[],[],[],[],[]
Sorority,2,78,167,167,167,[],[],[],[],[]
Boys,1,78,78,78,78,2.0,106.45454545454545,212.63636363636363,262.1818181818182,125.9090909090909
bowser.,1,98,98,176,98,2.4545454545454546,159.63636363636363,365.45454545454544,806.9090909090909,179.63636363636363
Director,4,168,757,757,757,[],[],[],[],[]
photography,1,95,95,95,95,2.1818181818181817,119.36363636363636,318.90909090909093,238.0,223.27272727272728
Benoit,1,97,97,97,97,[],[],[],[],[]
Delhomme,1,114,114,114,114,2.272727272727273,130.72727272727272,304.0,307.1818181818182,188.54545454545453
shot,1,78,78,78,78,[],[],[],[],[]
delicious,5,162,652,263,263,[],[],[],[],[]
"colors,",4,117,391,504,211,1.6363636363636365,107.81818181818181,173.1818181818182,230.1818181818182,116.36363636363636
costumes,1,90,90,90,90,1.4545454545454546,112.0,164.0,138.63636363636363,128.54545454545453
grand.,1,127,127,512,127,[],[],[],[],[]
entertainment,2,85,169,169,169,[],[],[],[],[]
you'll,1,101,101,101,101,[],[],[],[],[]
derive,2,60,132,60,60,[],[],[],[],[]
choppy,3,89,268,232,89,[],[],[],[],[]
sloppy,1,96,96,96,96,[],[],[],[],[]
unintentional,2,140,201,201,201,[],[],[],[],[]
giggles,1,98,98,98,98,[],[],[],[],[]
them.,1,87,87,309,87,[],[],[],[],[]
serves,2,108,212,212,212,[],[],[],[],[]
valuable,4,132,449,132,132,1.9090909090909092,125.54545454545455,233.45454545454547,151.72727272727272,143.72727272727272
time,2,106,207,258,106,[],[],[],[],[]
capsule,1,78,78,78,78,2.272727272727273,123.0,269.3636363636364,182.27272727272728,182.27272727272728
remind,1,102,102,102,102,[],[],[],[],[]
devastating,2,55,130,130,130,1.6363636363636365,104.54545454545455,183.36363636363637,170.8181818181818,170.8181818181818
suffered,2,147,290,290,290,1.5454545454545454,125.9090909090909,206.63636363636363,177.0,164.45454545454547
entire,1,135,135,135,135,[],[],[],[],[]
people.,1,80,80,346,80,[],[],[],[],[]
bittersweet,5,94,603,603,603,[],[],[],[],[]
benevolent,2,92,234,92,92,2.727272727272727,154.72727272727272,391.54545454545456,368.3636363636364,273.8181818181818
"deception,",2,141,248,390,248,2.0,156.8181818181818,296.72727272727275,284.6363636363636,201.0909090909091
"which,",1,66,66,66,66,[],[],[],[],[]
rival,1,95,95,95,95,[],[],[],[],[]
filmmaker's,3,129,432,129,129,2.3636363636363638,111.63636363636364,266.0,327.0,186.72727272727272
"pieces,",2,159,239,542,159,[],[],[],[],[]
seeing.,1,321,321,321,321,[],[],[],[],[]
pushes,5,106,900,557,194,2.727272727272727,108.0909090909091,367.09090909090907,289.72727272727275,159.27272727272728
serious,4,61,519,437,61,[],[],[],[],[]
drama.,2,88,173,1792,88,[],[],[],[],[]
Isabelle,2,82,141,141,141,[],[],[],[],[]
Huppert,[],[],[],[],[],[],[],[],[],[]
excels,1,115,115,115,115,[],[],[],[],[]
enigmatic,1,130,130,130,130,1.8181818181818181,125.72727272727273,207.45454545454547,202.0,168.63636363636363
Mika,1,159,159,159,159,[],[],[],[],[]
Anna,2,106,186,186,186,[],[],[],[],[]
Mouglalis,2,76,149,149,149,[],[],[],[],[]
stunning,3,96,288,288,288,[],[],[],[],[]
talent,1,99,99,99,99,[],[],[],[],[]
Chabrol's,2,65,147,147,147,2.0,92.54545454545455,214.45454545454547,153.72727272727272,153.72727272727272
intense,2,60,162,162,162,[],[],[],[],[]
mysteries.,[],[],[],[],[],[],[],[],[],[]
impact.,1,61,61,282,61,[],[],[],[],[]
bold,3,140,286,140,140,[],[],[],[],[]
feature,2,93,192,192,192,2.3181818181818183,119.36363636363636,279.04545454545456,243.1818181818182,161.5909090909091
Raja,1,203,203,203,203,[],[],[],[],[]
Amari,3,131,341,229,229,[],[],[],[],[]
expands,4,132,358,293,293,[],[],[],[],[]
pat,2,139,295,139,139,[],[],[],[],[]
notion,2,65,369,508,65,[],[],[],[],[]
middle-aged,3,147,366,284,284,[],[],[],[],[]
wanna,1,85,85,85,85,1.5454545454545454,115.9090909090909,169.0909090909091,138.36363636363637,131.72727272727272
rousing,1,178,178,713,178,2.0,115.0909090909091,237.1818181818182,388.27272727272725,122.81818181818181
treatise,1,110,110,110,110,2.090909090909091,142.45454545454547,271.27272727272725,222.9090909090909,165.8181818181818
sensual,2,101,199,101,101,1.8181818181818181,136.27272727272728,219.36363636363637,156.8181818181818,145.45454545454547
empowerment.,2,75,163,554,75,1.4545454545454546,148.0909090909091,207.9090909090909,865.4545454545455,171.36363636363637
Photographed,2,63,171,171,171,2.4545454545454546,97.36363636363636,287.8181818181818,187.36363636363637,187.36363636363637
melancholy,3,87,393,335,335,2.3636363636363638,118.0,304.27272727272725,251.72727272727272,251.72727272727272
richness,1,97,97,155,97,1.6363636363636365,115.9090909090909,213.72727272727272,193.72727272727272,156.9090909090909
eloquently,3,110,392,392,392,2.090909090909091,138.0909090909091,285.6363636363636,237.27272727272728,208.9090909090909
performed,1,155,155,155,155,[],[],[],[],[]
decidedly,2,101,161,101,101,3.272727272727273,101.72727272727273,395.45454545454544,359.72727272727275,151.9090909090909
uncinematic.,2,95,228,288,95,[],[],[],[],[]
Hey,1,109,109,109,109,[],[],[],[],[]
Arnold!,2,66,153,262,66,2.5454545454545454,99.54545454545455,256.8181818181818,198.54545454545453,132.63636363636363
stretched,2,96,254,96,96,2.8181818181818183,123.54545454545455,314.3636363636364,200.54545454545453,160.9090909090909
"length,",1,126,126,126,126,1.8181818181818181,106.72727272727273,203.0909090909091,210.36363636363637,121.0909090909091
attention,1,89,89,89,89,2.1818181818181817,110.36363636363636,251.27272727272728,171.1818181818182,136.36363636363637
animation.,2,71,201,431,71,[],[],[],[],[]
After,[],[],[],[],[],[],[],[],[],[]
maudlin.,4,141,585,585,585,[],[],[],[],[]
"stunning,",3,80,239,239,239,[],[],[],[],[]
visuals,1,115,115,115,115,[],[],[],[],[]
impress,3,109,270,270,270,2.090909090909091,108.81818181818181,234.36363636363637,206.1818181818182,184.0
viewers,[],[],[],[],[],[],[],[],[],[]
Euro-film,1,106,106,449,106,2.727272727272727,137.54545454545453,374.27272727272725,281.3636363636364,238.63636363636363
pretension.,[],[],[],[],[],[],[],[],[],[]
Plods,2,262,340,340,340,[],[],[],[],[]
"along,",[],[],[],[],[],[],[],[],[],[]
minus,1,182,182,182,182,2.5454545454545454,118.18181818181819,315.90909090909093,262.8181818181818,118.18181818181819
twisted,1,132,132,132,132,2.727272727272727,124.9090909090909,328.6363636363636,277.90909090909093,130.45454545454547
humor,2,79,205,79,79,[],[],[],[],[]
eye-popping,6,123,752,278,278,2.6363636363636362,102.81818181818181,287.8181818181818,180.45454545454547,180.45454545454547
Miike...,2,113,215,362,215,2.6363636363636362,146.72727272727272,372.09090909090907,373.90909090909093,177.8181818181818
cult,1,238,238,238,238,[],[],[],[],[]
hero.,[],[],[],[],[],[],[],[],[],[]
Impresses,2,163,280,163,163,[],[],[],[],[]
skillfully,2,199,263,497,199,[],[],[],[],[]
"assembled,",1,113,113,113,113,2.909090909090909,137.1818181818182,392.0,353.0,189.0909090909091
highly,1,70,70,70,70,[],[],[],[],[]
polished,1,80,80,80,80,[],[],[],[],[]
professional,[],[],[],[],[],[],[],[],[],[]
adaptation...,1,63,63,63,63,1.5454545454545454,135.9090909090909,195.27272727272728,171.8181818181818,142.0
chilling,1,81,81,81,81,[],[],[],[],[]
unsettling,1,99,99,99,99,[],[],[],[],[]
`Manhunter',1,131,131,131,131,2.8181818181818183,103.36363636363636,318.72727272727275,687.7272727272727,145.54545454545453
was.,1,124,124,124,124,[],[],[],[],[]
incendiary,3,122,281,281,281,2.909090909090909,131.63636363636363,358.90909090909093,258.0,258.0
"genius,",[],[],[],[],[],[],[],[],[],[]
steering,1,137,137,137,137,[],[],[],[],[]
clear,4,71,357,315,71,[],[],[],[],[]
knee-jerk,2,71,203,382,71,[],[],[],[],[]
reactions,2,98,168,168,168,1.5454545454545454,117.9090909090909,165.1818181818182,229.27272727272728,165.1818181818182
quick,2,93,284,93,93,[],[],[],[],[]
solutions.,1,125,125,316,125,[],[],[],[],[]
badly,1,104,104,104,104,[],[],[],[],[]
"acted,",1,69,69,173,69,[],[],[],[],[]
blandly,1,140,140,140,140,[],[],[],[],[]
"directed,",1,87,87,87,87,1.7826086956521738,122.65217391304348,209.30434782608697,186.69565217391303,155.95652173913044
scripted,1,86,86,86,86,[],[],[],[],[]
graduated,[],[],[],[],[],[],[],[],[],[]
elementary,[],[],[],[],[],[],[],[],[],[]
school.,[],[],[],[],[],[],[],[],[],[]
sort,1,129,129,129,129,[],[],[],[],[]
whenever,2,175,257,175,175,[],[],[],[],[]
characters,2,98,281,98,98,[],[],[],[],[]
some,2,147,258,147,147,[],[],[],[],[]
soul,1,84,84,196,84,[],[],[],[],[]
searching,2,79,144,513,79,2.1818181818181817,103.0,221.8181818181818,232.63636363636363,153.63636363636363
"do,",[],[],[],[],[],[],[],[],[],[]
picture-perfect,3,63,208,152,152,3.5454545454545454,140.27272727272728,416.6363636363636,346.72727272727275,318.09090909090907
beach,2,118,237,293,237,1.9090909090909092,124.0,231.0909090909091,160.72727272727272,134.8181818181818
sunset.,[],[],[],[],[],[],[],[],[],[]
raucous,2,149,245,245,245,2.090909090909091,100.0,278.6363636363636,244.72727272727272,169.9090909090909
"intent,",2,71,191,71,71,1.8181818181818181,146.0909090909091,243.8181818181818,153.63636363636363,153.63636363636363
XXX,2,61,138,181,61,[],[],[],[],[]
conventional,8,105,925,584,105,3.8181818181818183,114.27272727272727,427.90909090909093,340.1818181818182,193.0909090909091
Nike,2,119,195,119,119,[],[],[],[],[]
ad,2,76,166,361,76,[],[],[],[],[]
rebellious,8,193,774,193,193,[],[],[],[],[]
spring,4,78,518,2528,78,[],[],[],[],[]
break.,[],[],[],[],[],[],[],[],[],[]
roller-coaster,3,115,360,115,115,3.272727272727273,124.0,465.1818181818182,230.8181818181818,216.45454545454547
ride,1,84,84,329,84,[],[],[],[],[]
"colorful,",1,90,90,90,90,[],[],[],[],[]
vibrant,1,85,85,85,85,2.1818181818181817,143.0,290.54545454545456,177.0,153.8181818181818
universal,3,94,243,398,147,2.3636363636363638,125.72727272727273,257.3636363636364,277.09090909090907,165.45454545454547
"impulse,",1,93,93,93,93,[],[],[],[],[]
lushly,4,65,315,1216,65,[],[],[],[],[]
photographed,1,77,77,160,77,2.5454545454545454,133.0,293.6363636363636,798.7272727272727,203.63636363636363
beautifully,2,104,309,104,104,[],[],[],[],[]
recorded.,1,123,123,328,123,[],[],[],[],[]
Audiard,2,160,311,311,311,[],[],[],[],[]
successfully,2,75,221,532,75,3.4545454545454546,126.18181818181819,501.0,414.6363636363636,233.8181818181818
maintains,1,85,85,85,85,1.5454545454545454,122.72727272727273,196.72727272727272,168.72727272727272,122.72727272727273
suspense,2,113,224,224,224,2.1818181818181817,123.0909090909091,263.09090909090907,195.8181818181818,195.8181818181818
different,1,80,80,80,80,1.7391304347826086,104.3913043478261,200.43478260869566,145.91304347826087,142.69565217391303
levels,[],[],[],[],[],[],[],[],[],[]
throughout,[],[],[],[],[],[],[],[],[],[]
gripping,1,100,100,100,100,1.4545454545454546,117.81818181818181,173.0909090909091,173.0909090909091,173.0909090909091
compelling.,1,204,204,204,204,[],[],[],[],[]
find,[],[],[],[],[],[],[],[],[],[]
they're,1,78,78,78,78,[],[],[],[],[]
seeking,1,56,56,56,56,[],[],[],[],[]
Trouble,1,71,71,71,71,[],[],[],[],[]
Every,[],[],[],[],[],[],[],[],[],[]
Day;,1,71,71,71,71,[],[],[],[],[]
humor.,1,135,135,135,135,[],[],[],[],[]
becomes,1,109,109,109,109,2.0,112.31818181818181,251.9090909090909,171.27272727272728,136.36363636363637
tedious,1,87,87,87,87,1.6521739130434783,117.26086956521739,198.8695652173913,191.2173913043478,145.7391304347826
classroom,1,74,74,74,74,[],[],[],[],[]
college,2,58,146,747,58,1.7272727272727273,104.36363636363636,185.27272727272728,263.09090909090907,135.8181818181818
history,[],[],[],[],[],[],[],[],[],[]
course.,[],[],[],[],[],[],[],[],[],[]
"cool,",2,109,187,172,109,1.5454545454545454,110.36363636363636,188.1818181818182,155.9090909090909,116.72727272727273
slick,3,63,289,539,63,1.8181818181818181,138.27272727272728,260.8181818181818,255.63636363636363,150.54545454545453
"stuff,",1,236,236,236,236,[],[],[],[],[]
ready,1,104,104,104,104,1.2727272727272727,126.72727272727273,151.72727272727272,188.1818181818182,126.72727272727273
quench,3,77,264,279,77,1.7272727272727273,105.72727272727273,192.0,166.0,115.18181818181819
thirst,1,56,56,56,56,[],[],[],[],[]
misses,2,101,197,101,101,1.2727272727272727,108.18181818181819,135.27272727272728,129.36363636363637,108.18181818181819
summer,1,95,95,95,95,1.3636363636363635,130.72727272727272,178.54545454545453,154.45454545454547,146.27272727272728
blockbusters.,1,90,90,415,90,[],[],[],[],[]
II,1,69,69,194,69,[],[],[],[],[]
charismatic,1,90,90,90,90,1.8181818181818181,114.0,210.63636363636363,195.36363636363637,161.54545454545453
"star,",1,66,66,66,66,[],[],[],[],[]
suffers,1,167,167,167,167,[],[],[],[],[]
rampant,2,91,207,91,91,1.7272727272727273,106.72727272727273,203.0,204.1818181818182,124.36363636363636
vampire,3,166,436,404,166,1.8181818181818181,133.36363636363637,243.54545454545453,329.3636363636364,157.0
devaluation.,3,161,362,510,362,[],[],[],[],[]
"ugly,",2,107,186,453,107,1.9090909090909092,123.45454545454545,224.27272727272728,242.27272727272728,142.27272727272728
irritating,1,138,138,138,138,[],[],[],[],[]
any,[],[],[],[],[],[],[],[],[],[]
satirical,[],[],[],[],[],[],[],[],[],[]
salvos,[],[],[],[],[],[],[],[],[],[]
hitting,[],[],[],[],[],[],[],[],[],[]
discernible,1,140,140,140,140,1.5454545454545454,131.45454545454547,210.45454545454547,328.6363636363636,202.54545454545453
target.,[],[],[],[],[],[],[],[],[],[]
VeggieTales,4,66,392,392,392,5.545454545454546,123.0,693.7272727272727,386.1818181818182,342.09090909090907
"fans,",1,107,107,107,107,[],[],[],[],[]
appetizing,2,132,182,182,182,3.3636363636363638,105.81818181818181,381.0,229.27272727272728,163.9090909090909
dish,1,127,127,776,127,[],[],[],[],[]
asparagus.,1,82,82,858,82,[],[],[],[],[]
While,1,122,122,122,122,[],[],[],[],[]
regards,4,88,355,477,88,3.3636363636363638,115.63636363636364,388.09090909090907,218.45454545454547,161.45454545454547
1967,4,59,510,1089,59,[],[],[],[],[]
turning,2,137,248,344,137,1.8181818181818181,105.81818181818181,197.54545454545453,156.45454545454547,137.63636363636363
20th,[],[],[],[],[],[],[],[],[],[]
"century,",2,71,129,129,129,[],[],[],[],[]
returns,1,152,152,152,152,1.5454545454545454,143.36363636363637,200.72727272727272,193.72727272727272,143.36363636363637
again,1,105,105,105,105,[],[],[],[],[]
dissidents,3,150,336,336,336,1.9090909090909092,117.0,222.8181818181818,198.36363636363637,198.36363636363637
"streets,",1,70,70,70,70,[],[],[],[],[]
alarmingly,2,121,403,121,121,2.0,121.72727272727273,249.36363636363637,188.0,141.1818181818182
current.,1,79,79,361,79,[],[],[],[],[]
truly,[],[],[],[],[],[],[],[],[],[]
tale,2,68,147,300,68,[],[],[],[],[]
combined,1,112,112,112,112,2.4545454545454546,106.18181818181819,283.45454545454544,220.9090909090909,150.1818181818182
Nothing,1,156,156,156,156,[],[],[],[],[]
"sticks,",3,56,273,306,56,2.4545454545454546,100.18181818181819,286.54545454545456,215.0909090909091,129.9090909090909
"really,",3,158,400,383,158,2.272727272727273,118.9090909090909,267.8181818181818,235.72727272727272,141.0909090909091
except,2,151,238,378,151,[],[],[],[],[]
lingering,3,74,318,183,183,2.090909090909091,123.9090909090909,243.8181818181818,149.1818181818182,149.1818181818182
creepiness,2,85,196,331,85,2.272727272727273,107.54545454545455,243.8181818181818,163.0,140.63636363636363
being,2,167,327,327,327,[],[],[],[],[]
dragged,1,93,93,93,93,1.8181818181818181,121.81818181818181,202.0,338.6363636363636,128.8181818181818
"sad,",1,93,93,93,93,[],[],[],[],[]
sordid,1,163,163,163,163,1.2727272727272727,114.45454545454545,141.27272727272728,133.45454545454547,133.45454545454547
universe,1,87,87,87,87,1.6363636363636365,119.9090909090909,182.72727272727272,152.63636363636363,152.63636363636363
"drugs,",1,71,71,188,71,[],[],[],[],[]
avarice,1,110,110,110,110,[],[],[],[],[]
damaged,2,93,216,93,93,2.0,125.63636363636364,243.0,400.90909090909093,143.0
dreams.,1,111,111,234,111,[],[],[],[],[]
``Simone'',1,144,144,144,144,[],[],[],[],[]
funky,1,79,79,181,79,1.4545454545454546,125.27272727272727,184.36363636363637,149.36363636363637,125.27272727272727
world,1,104,104,104,104,[],[],[],[],[]
thrives,1,98,98,98,98,1.6363636363636365,113.0,195.45454545454547,259.1818181818182,119.72727272727273
artificiality.,2,133,258,258,258,[],[],[],[],[]
hoot,1,124,124,124,124,[],[],[],[],[]
Rock,1,118,118,118,118,[],[],[],[],[]
chomp,1,197,197,197,197,1.6363636363636365,142.36363636363637,230.45454545454547,184.27272727272728,184.27272727272728
jumbo,1,172,172,172,172,2.1818181818181817,142.8181818181818,318.0,256.0,159.8181818181818
"ants,",2,113,189,189,189,[],[],[],[],[]
pull,2,155,276,155,155,[],[],[],[],[]
arrow,1,81,81,202,81,[],[],[],[],[]
"back,",[],[],[],[],[],[],[],[],[],[]
leap,2,87,260,87,87,[],[],[],[],[]
unscathed,3,145,329,145,145,2.1818181818181817,119.0,244.72727272727272,401.72727272727275,175.36363636363637
raging,1,83,83,83,83,[],[],[],[],[]
fire!,1,105,105,469,105,[],[],[],[],[]
Tattoo,3,186,360,186,186,[],[],[],[],[]
borrows,4,67,409,589,67,3.090909090909091,116.0909090909091,362.72727272727275,274.6363636363636,149.9090909090909
heavily,2,82,178,262,82,[],[],[],[],[]
Seven,1,118,118,118,118,[],[],[],[],[]
Silence,[],[],[],[],[],[],[],[],[],[]
"Lambs,",2,147,209,209,209,[],[],[],[],[]
sophisticated,1,127,127,127,127,[],[],[],[],[]
intrigue,1,93,93,93,93,1.3636363636363635,129.8181818181818,158.63636363636363,138.63636363636363,138.63636363636363
human-scale,1,107,107,107,107,1.6363636363636365,120.18181818181819,180.8181818181818,180.8181818181818,180.8181818181818
suck,[],[],[],[],[],[],[],[],[],[]
in.,[],[],[],[],[],[],[],[],[],[]
portrait,2,103,224,103,103,[],[],[],[],[]
artist.,1,104,104,411,104,[],[],[],[],[]
written,2,74,161,161,161,[],[],[],[],[]
Berg,1,78,78,78,78,[],[],[],[],[]
J.,[],[],[],[],[],[],[],[],[],[]
Wilson,3,133,322,510,133,[],[],[],[],[]
"Wilson,",1,104,104,104,104,1.4545454545454546,101.18181818181819,146.45454545454547,338.54545454545456,101.18181818181819
"relentless,",2,157,220,220,220,[],[],[],[],[]
all-wise-guys-all-the-time,3,117,275,275,275,7.0,114.18181818181819,782.5454545454545,699.5454545454545,643.7272727272727
approach,1,95,95,95,95,[],[],[],[],[]
tries,1,63,63,158,63,[],[],[],[],[]
way,1,134,134,134,134,[],[],[],[],[]
tiring,1,112,112,112,112,[],[],[],[],[]
"far,",[],[],[],[],[],[],[],[],[],[]
benchmark,1,121,121,121,121,1.4545454545454546,110.81818181818181,143.27272727272728,161.27272727272728,136.9090909090909
against,1,73,73,73,73,[],[],[],[],[]
Picture,[],[],[],[],[],[],[],[],[],[]
contenders,1,76,76,76,76,[],[],[],[],[]
measured.,1,183,183,183,183,[],[],[],[],[]
biggest,3,79,444,79,79,2.0,114.54545454545455,247.54545454545453,161.1818181818182,148.0
disappointments,1,86,86,86,86,2.272727272727273,121.81818181818181,260.3636363636364,176.0909090909091,143.36363636363637
fails,1,73,73,174,73,[],[],[],[],[]
engage,2,66,349,617,66,3.090909090909091,112.81818181818181,476.27272727272725,728.7272727272727,149.8181818181818
us.,[],[],[],[],[],[],[],[],[],[]
Denis,1,75,75,75,75,[],[],[],[],[]
forges,2,82,210,285,82,2.909090909090909,99.36363636363636,360.1818181818182,236.8181818181818,133.1818181818182
theories,1,133,133,133,133,2.272727272727273,119.0909090909091,259.45454545454544,202.0909090909091,126.0
class,1,75,75,75,75,1.9090909090909092,114.54545454545455,204.0,290.45454545454544,120.54545454545455
-,[],[],[],[],[],[],[],[],[],[]
based,4,124,404,124,124,2.272727272727273,130.9090909090909,286.09090909090907,166.63636363636363,166.63636363636363
rage,4,57,311,523,57,2.1818181818181817,114.36363636363636,248.0,285.27272727272725,119.0909090909091
sisterly,1,164,164,164,164,[],[],[],[],[]
obsession,1,132,132,132,132,2.4545454545454546,140.27272727272728,321.27272727272725,373.54545454545456,164.36363636363637
razor-sided,2,102,238,238,238,3.0,145.1818181818182,418.54545454545456,349.0,284.90909090909093
tuning,[],[],[],[],[],[],[],[],[],[]
fork,1,59,59,59,59,1.1818181818181819,136.63636363636363,161.72727272727272,166.45454545454547,152.1818181818182
rings,1,103,103,103,103,[],[],[],[],[]
